ticket_id,created_at,title,description,priority,status,category,platform,device_type,country,service,assigned_team,error_code,resolved_at,incident_id,is_isolated,is_duplicate
T000030,2026-01-29 12:35:00,Black screen when starting live TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,High,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0046,False,False
T000536,2026-05-17 05:45:00,Authentication error on mobile,Authentication requests from Android are rejected with 401 responses.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-05-17 13:22:00,INC0049,False,False
T000696,2026-01-13 06:49:00,Android users cannot log in,Authentication requests from Android are rejected with 401 esponses.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 14:39:00,INC0033,False,False
T000558,2026-01-25 14:21:00,Users see not subscribed message,Entitlement validaion incorrectly reports that users do not have a subscription.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 17:01:00,INC0011,False,False
T000837,2026-05-19 18:33:00,High buffering on VOD,Video delivery is slow and startup time has increased for browser clients.,Medium,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0044,False,False
T000597,2026-06-24 00:30:00,Authentication issue on mobile,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 05:04:00,INC0003,False,False
T000166,2026-01-25 13:46:00,Customers see not subscribed message,Valid subscribers receive an authorization denied response.,High,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0011,False,False
T000919,2026-06-29 13:04:00,Search spelling result,Search gives an unexpected result for one misspelled title.,Critical,In Progress,Other,Web,Browser,DK,Other,Customer Support,,,,True,False
T000496,2026-01-24 10:08:00,Black screen when starting live TV Please investigate.,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0005,False,False
T000825,2026-06-04 12:04:00,Chromecast cannot start stream,Casting begins but the session disconnects before video starts.,Critical,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0012,False,False
T000066,2026-05-19 20:54:00,High buffering on VOD,Users experience repeated buffering while watching on-demand content. CDN latency is elevated.,Medium,Open,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0044,False,False
T000142,2026-05-24 08:53:00,Samsung playback returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0006,False,False
T000926,2026-03-19 17:38:00,Profile avatar not saved,A user cannot save a new profile avatar.,High,In Progress,Other,Tizen,Mobile,DK,Other,Customer Support,,,,True,False
T000828,2026-05-28 08:37:00,Unable to cast VOD,Chromecast sessions terminate unexpectedly during stream startup.,Medium,Closed,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-05-28 20:00:00,INC0015,False,False
T000656,2026-05-24 17:52:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-24 18:25:00,INC0030,False,False
T000332,2026-04-28 17:07:00,Playback fails on Samsung TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-04-29 04:04:00,INC0013,False,False
T000665,2026-03-29 09:55:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,Medium,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0009,False,False
T000250,2026-01-02 08:00:00,EPG data missing,Programme guide data is missing for several channels in Norway.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 08:26:00,INC0008,False,False
T000908,2026-02-28 21:45:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Closed,Other,Android,Smart TV,SE,Other,Customer Support,,,,True,False
T000709,2026-02-26 15:29:00,Entitlement check failing,Entitlement validation incorrectly reports that users do not have a subscription.,Critical,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-27 01:14:00,INC0007,False,False
T000306,2026-01-12 23:39:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 10:39:00,INC0016,False,False
T000735,2026-06-13 23:20:00,EPG not updating,The EPG contains empty schedule slots and has not refreshed correctly.,Medium,Closed,Network,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 00:05:00,INC0023,False,False
T000976,2026-02-09 13:35:00,Apple TV playback does not start,Customers report player startup failures on Apple TV devices.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0043,False,True
T000050,2026-02-26 17:51:00,Subscribed users cannot access content,Customers with an active subscription are denied access to entitled content.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-27 04:59:00,INC0007,False,False
T000897,2026-05-26 08:13:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Resolved,Other,Tizen,Mobile,NO,Other,Customer Support,,,,True,False
T000003,2026-06-25 01:34:00,Samsung playback returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Low,In Progress,Authentication,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0037,False,False
T000545,2026-06-24 00:21:00,Android users cannot log in,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 04:17:00,INC0003,False,False
T000351,2026-06-17 17:50:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-18 00:00:00,INC0028,False,False
T000905,2026-04-13 11:29:00,Search spelling result,Search gives an unexpected result for one misspelled title.,Medium,Closed,Other,Web,Smart TV,SE,Other,Customer Support,,,,True,False
T000537,2026-01-29 13:56:00,DRM error on Samsung clients,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0046,False,False
T000345,2026-06-05 23:27:00,Authentication error on mobile,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 07:18:00,INC0021,False,False
T000995,2026-02-28 03:20:00,Black screen when starting live TV,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Low,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-02-28 14:08:00,INC0025,False,True
T000482,2026-01-13 06:58:00,Login failing in Android app,The Android application does not complete login for multiple customers.,Medium,In Progress,DRM,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0033,False,False
T000576,2026-06-25 11:21:00,Live TV fails on tvOS,Customers report player startup failures on Apple TV devices. Please investigate.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 17:27:00,INC0024,False,False
T000034,2026-01-23 01:34:00,Authentication error on mobile,Authentication requests from Android are rejected with 401 responses.,High,Resolved,DRM,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-23 06:37:00,INC0048,False,False
T000032,2026-06-24 14:26:00,Customers report repeated buffering,A high buffering ratio is observed across OD sessions served by the primary CDN.,Medium,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
T000232,2026-02-28 03:34:00,Samsung playback returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation. Please investigate.,Low,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0025,False,False
T000964,2026-02-11 16:03:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-12 00:27:00,INC0022,False,True
T000193,2026-06-25 13:53:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,Critical,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-26 01:31:00,INC0024,False,False
T000334,2026-06-21 10:08:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content.,Medium,Open,Metadata,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0020,False,False
T000004,2026-02-26 15:40:00,Users see not subscribed message,Customers with an active subscription are denied access to entitled content.,Critical,In Progress,DRM,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0007,False,False
T000205,2026-01-02 07:30:00,EPG data missing,Customers cannot see programme titles for multiple live channels.,High,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0008,False,False
T000515,2026-02-27 06:22:00,Live TV fails o tvOS,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 09:04:00,INC0002,False,False
T000800,2026-04-28 18:00:00,Black screen when starting live TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-04-28 19:52:00,INC0013,False,False
T000307,2026-02-09 12:28:00,Black screen on Apple TV,Customers report player startup failures on Apple TV devices.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 21:54:00,INC0043,False,False
T000110,2026-02-11 17:16:00,Player startup failure Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-11 19:28:00,INC0022,False,False
T000431,2026-05-24 08:05:00,Playback fails on Samsung TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,High,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0006,False,False
T000078,2026-06-01 14:57:00,Authentication error on mobile,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-01 17:02:00,INC0004,False,False
T000085,2026-02-26 17:39:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,High,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-27 02:47:00,INC0007,False,False
T000287,2026-06-13 17:52:00,EPG not updating,TV guide metadata appears stale or missing across supported devices. Please investigate.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 22:45:00,INC0042,False,False
T000083,2026-05-26 23:53:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-27 11:45:00,INC0027,False,False
T000992,2026-04-09 16:31:00,401 when signing in on Android Please investigate.,Login attempts fail on Android mobile devices after entering valid credentials.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-10 02:54:00,INC0035,False,True
T000790,2026-01-12 22:25:00,Android users cannot log in,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 09:06:00,INC0016,False,False
T000895,2026-05-11 12:10:00,Profile avatar not saved,A user can't save a new profile avatar.,Medium,Closed,Other,Tizen,Browser,DK,Other,Customer Support,,,,True,False
T000399,2026-06-24 00:32:00,Authentication error on mobile,Customers using the Android app are unable to sign in and receive HTTP 401.,Critical,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 12:26:00,INC0003,False,False
T000324,2026-02-06 11:18:00,Android TV loses connection,Set-top boxes lose the streaming connection shortly after playback starts.,Low,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 22:30:00,INC0029,False,False
T000520,2026-02-11 18:17:00,Black creen on Apple TV,Playback requests on tvOS are accepted but video never starts.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-12 04:19:00,INC0022,False,False
T000917,2026-02-27 10:55:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,In Progress,Other,Android,Smart TV,NO,Other,Customer Support,,,,True,False
T000923,2026-01-19 18:10:00,Search spelling result,Search gives an unexpected result for one misspelled title.,High,Open,Other,iOS,Mobile,DK,Other,Customer Support,,,,True,False
T000006,2026-05-16 11:24:00,Android TV loses connection,Set-top boxes lose the streaming connection shortly after playback starts.,Low,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0036,False,False
T000732,2026-04-08 11:55:00,401 when signing in on Android,Customers using the Android app are unable to sign in and receive HTTP 401.,Low,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 22:45:00,INC0018,False,False
T000466,2026-02-06 11:32:00,Live TV timeout on Android TV,Android TV set-top boxes report connection timeouts while starting live channels.,Medium,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 19:40:00,INC0029,False,False
T000098,2026-05-16 10:53:00,Stream timeout on set-top boxes,Set-top boxes lose the streaming connection shortly after playback starts.,,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 16:10:00,INC0036,False,False
T000267,2026-04-09 14:46:00,Login failing in Android app Please investigate.,The Android application does not complete login for multiple customers. Please investigate.,Medium,Open,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0035,False,False
T000358,2026-06-25 11:01:00,Player startup failure Apple TV,Customers report player startup failures on pple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 11:59:00,INC0024,False,False
T000869,2026-01-22 14:58:00,Profile avatar not saved,A user cannot save a new profile avatar. Please investigate.,Medium,Open,Other,Android,Browser,DK,Other,Customer Support,,,,True,False
T000799,2026-04-13 08:54:00,Chromecast playback fails,Users cannot start VOD playback through Chromecast.,High,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-04-13 12:44:00,INC0026,False,False
T000381,2026-05-30 14:30:00,Subscribed users can't access content,Valid subscribers receive an authorization denied response.,Low,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0031,False,False
T000632,2026-06-05 22:22:00,Android users cannot log in,The Android application does not complete login for multiple customers.,Critical,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 01:24:00,INC0021,False,False
T000382,2026-01-25 15:15:00,Subscribed users cannot access content,Valid subscribers receive an authorization denied response.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 16:04:00,INC0011,False,False
T000491,2026-05-21 08:43:00,Android TV loses connection,Android TV set-top boxes report connection timeouts while starting live channels.,High,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0050,False,False
T000119,2026-03-03 03:12:00,TV guide has empty slots,The EPG contains empty schedule slots and has not refreshed correctly.,Medium,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0047,False,False
T000901,2026-01-23 23:15:00,Remote control issue,One customer reports that the remote control is not responding.,High,In Progress,Other,Android,Browser,SE,Other,Customer Support,,,,True,False
T000251,2026-02-06 09:45:00,Live TV timeout on Android TV,Timeout errors are increasing for Android TV live sessions.,Medium,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 16:49:00,INC0029,False,False
T000524,2026-02-09 14:59:00,Apple TV playback does not start,tvOS clients are unable to initialize playback for live content.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 23:14:00,INC0043,False,False
T000010,2026-02-26 17:47:00,Subscription authorization denied,Valid subscribers receive an authorization denied response.,High,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0007,False,False
T000197,2026-05-27 00:26:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content. Please investigate.,Critical,Resolved,Metadata,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-27 07:13:00,INC0027,False,False
T000604,2026-04-09 16:08:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials. Please investigate.,Low,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 20:23:00,INC0035,False,False
T000082,2026-02-26 16:46:00,Subscribed users cannot access content,Content access is blocked even though the subscription is active.,Medium,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-27 02:18:00,INC0007,False,False
T000784,2026-04-08 11:22:00,401 when signing in on Android,Authentication requests from Android are rejected with 401 responses.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 21:16:00,INC0018,False,False
T000588,2026-05-16 11:37:00,Android TV loses connection,Timeout errors are increasing for Android TV live sessions.,Medium,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 16:15:00,INC0036,False,False
T000798,2026-01-21 18:09:00,Subscription authorization denied Please investigate.,Content access is blocked even though the subscription is acive.,Medium,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0014,False,False
T000240,2026-02-26 14:43:00,Subscribed users cannot access content,Valid subscribers receive an authorization denied response.,Low,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0007,False,False
T000291,2026-02-06 09:26:00,Stream timeout on set-top boxes,Live streaming fails intermittently due to upstream timeout errors.,High,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 16:00:00,INC0029,False,False
T000212,2026-01-08 00:14:00,Authentication error on mobile,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 04:52:00,INC0001,False,False
T000718,2026-01-25 14:11:00,Subscribed users cannot access content,Customers with an active subscription are denied acces to entitled content.,Critical,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 18:02:00,INC0011,False,False
T000360,2026-02-11 12:36:00,Cast session disconnects Please investigate.,Chromecast sessions terminate unexpectedly during stream startup.,,Open,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0019,False,False
T000450,2026-02-09 13:50:00,Player startup failure Apple TV,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 21:54:00,INC0043,False,False
T000228,2026-06-03 14:08:00,DRM issue on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-03 22:37:00,INC0045,False,False
T000951,2026-02-11 15:26:00,Player startup failure Apple TV,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-11 18:50:00,INC0022,False,True
T000947,2026-05-09 15:08:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Closed,Other,iOS,Mobile,DK,Other,Customer Support,,,,True,False
T000797,2026-06-14 02:23:00,TV guide has empty slots,Programme guide data is missing for several channels in Norway.,Medium,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0023,False,False
T000502,2026-01-12 23:23:00,401 when signing in on Android,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 09:15:00,INC0016,False,False
T000465,2026-05-16 09:32:00,Android TV loses connection,Set-top boxes lose the streaming connection shortly after playback starts.,Medium,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0036,False,False
T000363,2026-01-25 12:47:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,Critical,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 22:58:00,INC0011,False,False
T000469,2026-05-24 20:54:00,Player startup failure Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 06:02:00,INC0030,False,False
T000936,2026-01-21 13:45:00,Remote control issue,One customer reports that the remote control is not responding. Please investigate.,High,In Progress,Other,Tizen,Mobile,NO,Other,Customer Support,,,,True,False
T000429,2026-06-05 23:50:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 01:15:00,INC0021,False,False
T000008,2026-01-29 13:16:00,DRM error on Samsung devices,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,In Progress,Playback,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0046,False,False
T000156,2026-05-19 19:58:00,High buffering on VOD,VOD sessions show a significant increase in buffering for customers in Denmark.,High,Closed,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 01:22:00,INC0044,False,False
T000542,2026-04-13 11:02:00,Unable to cast VOD Please investigate.,Chromecast sessions terminate unexpectedly during stream startup.,Medium,Open,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0026,False,False
T000441,2026-06-24 15:29:00,Customers report repeated buffering,Video delivery is slow and startup time has increased for browser clients.,Medium,Closed,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-06-24 23:33:00,INC0034,False,False
T000483,2026-02-27 08:27:00,Player startup failure Apple TV,tvOS clients are unable to initialize playback for live content.,Low,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 17:47:00,INC0002,False,False
T000423,2026-06-14 00:20:00,TV guide has empty slots,Programme guide data is missing for several channels in Norway.,Low,Open,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0023,False,False
T000779,2026-06-24 17:27:00,Slow video delivery from CDN,Video delivery is slow and startup time has increased for browser clients.,Medium,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-06-24 21:40:00,INC0034,False,False
T000950,2026-03-31 14:58:00,Remote control issue,One customer reports that the remote control is not responding.,Medium,Closed,Other,Web,Mobile,SE,Other,Customer Support,,,,True,False
T000335,2026-01-24 09:28:00,Playback fails on Samsung TV,Live TV does not start on Samsung televisions. The client reports DRM authorization failure.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-24 17:05:00,INC0005,False,False
T000577,2026-06-13 18:49:00,EPG not updating,Customers can't see programme titles for multiple live channels.,Medium,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 19:45:00,INC0042,False,False
T000935,2026-04-15 07:15:00,Subtitle preference reset,Subtitle language preference resets after appliation restart.,High,Closed,Other,Tizen,Browser,DK,Other,Customer Support,,,,True,False
T000568,2026-06-05 23:31:00,Login failing in Android app,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 07:15:00,INC0021,False,False
T000595,2026-05-24 18:03:00,Black screen on Apple TV,Users report player startup failures on Apple TV devices.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0030,False,False
T000531,2026-06-14 13:07:00,EPG data missing,Programme guide data is missing for several channels in Norway.,High,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0038,False,False
T000582,2026-06-17 16:28:00,Live TV fails on tvOS,tvOS clients are unable to initialize playback for live content.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0028,False,False
T000708,2026-06-05 20:35:00,Android users cannot log in,Authentication requests from Android are rejected with 401 responses.,Medium,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0021,False,False
T000449,2026-05-21 07:23:00,Android TV loses connection,Set-top boxes lose the streaming connection shortly after playback starts.,Low,Open,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0050,False,False
T000454,2026-01-29 12:35:00,Playback fails on Sasung TV,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-29 21:22:00,INC0046,False,False
T000229,2026-03-09 16:55:00,DRM error on Samsung devices,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation. Please investigate.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-10 04:55:00,INC0040,False,False
T000353,2026-02-11 13:01:00,Unable to cast VOD,The mobile app connects to Chromecast but playback fails to initialize.,Critical,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-02-11 23:51:00,INC0019,False,False
T000729,2026-02-11 18:21:00,Black screen on Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0022,False,False
T000213,2026-06-14 10:33:00,Missing programme information,Programme guide data is missing for several channels in Norway.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 11:00:00,INC0038,False,False
T000080,2026-03-28 04:30:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-03-28 06:13:00,INC0010,False,False
T000149,2026-05-27 01:12:00,Player startup failure Apple TV,Playback requests on tvOS are accepted but video never starts.,Critical,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0027,False,False
T000303,2026-02-09 12:05:00,Live TV fails on tvOS,Live channels do not start on Apple TV. The player remains on a black screen.,High,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 13:09:00,INC0043,False,False
T000629,2026-05-21 07:12:00,Stream timeout on set-top boxes,Timeout errors are increasing for Android TV live sessions.,Low,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-21 16:56:00,INC0050,False,False
T000778,2026-05-28 08:04:00,Cast session disconnects,Casting begins but the session disconnects before video starts.,High,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0015,False,False
T000507,2026-03-28 06:50:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts. Please investigate.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-03-28 09:23:00,INC0010,False,False
T000343,2026-06-24 14:57:00,High buffering on VOD,Users experience repeated buffering while watching on-demand content. CDN latency is elevated.,Low,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
